parents,has_nurs,form,children,housing,finance,social,health,class
great_pret,critical,incomplete,2_c,critical,inconv,nonprob,recommended,spec_prior
pretentious,critical,foster,3_c,less_conv,inconv,nonprob,priority,spec_prior
pretentious,critical,complete,3_c,less_conv,inconv,problematic,recommended,spec_prior
great_pret,very_crit,foster,3_c,critical,convenient,problematic,priority,spec_prior
great_pret,improper,incomplete,3_c,less_conv,inconv,nonprob,priority,spec_prior
usual,very_crit,complete,more_c,critical,inconv,problematic,priority,spec_prior
great_pret,improper,complete,2_c,critical,convenient,problematic,recommended,spec_prior
great_pret,improper,foster,more_c,less_conv,inconv,problematic,priority,spec_prior
pretentious,very_crit,incomplete,2_c,critical,inconv,nonprob,priority,spec_prior
pretentious,critical,foster,more_c,convenient,inconv,problematic,recommended,spec_prior
great_pret,proper,foster,3_c,critical,inconv,nonprob,priority,spec_prior
pretentious,critical,completed,more_c,less_conv,convenient,problematic,priority,spec_prior
great_pret,critical,incomplete,2_c,critical,convenient,problematic,priority,spec_prior
great_pret,improper,completed,1_c,less_conv,convenient,nonprob,priority,spec_prior
great_pret,improper,completed,3_c,critical,convenient,problematic,priority,spec_prior
usual,very_crit,complete,1_c,less_conv,convenient,problematic,priority,spec_prior
great_pret,improper,completed,2_c,less_conv,convenient,problematic,priority,spec_prior
pretentious,critical,incomplete,2_c,critical,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,completed,1_c,critical,convenient,slightly_prob,recommended,spec_prior
pretentious,critical,complete,2_c,critical,convenient,problematic,priority,spec_prior
great_pret,critical,complete,1_c,less_conv,inconv,problematic,priority,spec_prior
pretentious,very_crit,completed,2_c,critical,convenient,problematic,priority,spec_prior
pretentious,very_crit,incomplete,more_c,critical,convenient,nonprob,recommended,spec_prior
great_pret,less_proper,completed,3_c,convenient,inconv,problematic,priority,spec_prior
usual,very_crit,completed,more_c,less_conv,inconv,slightly_prob,recommended,spec_prior
pretentious,critical,completed,3_c,critical,convenient,slightly_prob,recommended,spec_prior
pretentious,critical,foster,2_c,critical,inconv,problematic,recommended,spec_prior
great_pret,improper,completed,more_c,convenient,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,1_c,critical,inconv,problematic,priority,spec_prior
pretentious,very_crit,foster,more_c,convenient,convenient,nonprob,priority,spec_prior
great_pret,less_proper,incomplete,more_c,critical,inconv,slightly_prob,priority,spec_prior
great_pret,critical,foster,3_c,less_conv,convenient,nonprob,recommended,spec_prior
great_pret,improper,completed,3_c,critical,inconv,problematic,priority,spec_prior
pretentious,improper,incomplete,1_c,critical,convenient,nonprob,priority,spec_prior
great_pret,proper,complete,3_c,critical,inconv,problematic,priority,spec_prior
usual,very_crit,foster,3_c,critical,inconv,problematic,priority,spec_prior
great_pret,very_crit,completed,more_c,convenient,convenient,problematic,priority,spec_prior
great_pret,less_proper,foster,2_c,convenient,inconv,slightly_prob,priority,spec_prior
pretentious,very_crit,foster,more_c,critical,inconv,slightly_prob,recommended,spec_prior
pretentious,very_crit,incomplete,3_c,critical,inconv,slightly_prob,recommended,spec_prior
great_pret,critical,completed,more_c,convenient,inconv,nonprob,priority,spec_prior
great_pret,improper,incomplete,more_c,less_conv,convenient,problematic,recommended,spec_prior
pretentious,critical,complete,3_c,convenient,inconv,slightly_prob,recommended,spec_prior
pretentious,critical,incomplete,1_c,critical,inconv,slightly_prob,priority,spec_prior
usual,very_crit,completed,1_c,critical,inconv,problematic,priority,spec_prior
great_pret,proper,foster,2_c,critical,inconv,slightly_prob,priority,spec_prior
great_pret,critical,complete,3_c,critical,inconv,nonprob,priority,spec_prior
great_pret,critical,foster,3_c,convenient,inconv,nonprob,priority,spec_prior
great_pret,critical,completed,2_c,convenient,inconv,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,1_c,convenient,inconv,problematic,priority,spec_prior
usual,very_crit,completed,1_c,critical,convenient,problematic,priority,spec_prior
great_pret,proper,foster,3_c,less_conv,convenient,problematic,priority,spec_prior
pretentious,improper,completed,1_c,critical,inconv,problematic,recommended,spec_prior
great_pret,improper,foster,1_c,less_conv,inconv,slightly_prob,priority,spec_prior
great_pret,improper,incomplete,1_c,critical,convenient,slightly_prob,recommended,spec_prior
great_pret,improper,complete,more_c,less_conv,inconv,nonprob,recommended,spec_prior
pretentious,improper,foster,3_c,convenient,inconv,slightly_prob,priority,spec_prior
pretentious,critical,complete,3_c,convenient,inconv,nonprob,priority,spec_prior
pretentious,very_crit,incomplete,1_c,critical,inconv,slightly_prob,priority,spec_prior
great_pret,less_proper,complete,more_c,less_conv,inconv,slightly_prob,priority,spec_prior
great_pret,proper,incomplete,more_c,less_conv,inconv,problematic,priority,spec_prior
great_pret,critical,complete,more_c,critical,inconv,nonprob,priority,spec_prior
great_pret,proper,foster,1_c,critical,convenient,slightly_prob,priority,spec_prior
pretentious,improper,completed,more_c,critical,inconv,nonprob,priority,spec_prior
pretentious,critical,complete,more_c,less_conv,inconv,nonprob,priority,spec_prior
pretentious,very_crit,foster,1_c,critical,inconv,problematic,recommended,spec_prior
great_pret,less_proper,foster,more_c,convenient,inconv,slightly_prob,priority,spec_prior
great_pret,very_crit,completed,1_c,convenient,inconv,nonprob,priority,spec_prior
great_pret,proper,foster,1_c,critical,inconv,problematic,recommended,spec_prior
great_pret,improper,completed,1_c,less_conv,convenient,problematic,recommended,spec_prior
great_pret,very_crit,incomplete,1_c,critical,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,completed,more_c,less_conv,convenient,problematic,priority,spec_prior
great_pret,very_crit,foster,3_c,convenient,inconv,nonprob,priority,spec_prior
great_pret,proper,foster,more_c,less_conv,convenient,slightly_prob,priority,spec_prior
great_pret,very_crit,complete,3_c,critical,inconv,nonprob,priority,spec_prior
pretentious,critical,completed,3_c,less_conv,convenient,slightly_prob,recommended,spec_prior
pretentious,improper,incomplete,3_c,convenient,inconv,nonprob,priority,spec_prior
great_pret,very_crit,complete,3_c,less_conv,inconv,slightly_prob,recommended,spec_prior
great_pret,proper,incomplete,2_c,critical,inconv,problematic,recommended,spec_prior
great_pret,less_proper,incomplete,3_c,less_conv,convenient,nonprob,priority,spec_prior
great_pret,improper,completed,3_c,convenient,inconv,nonprob,recommended,spec_prior
pretentious,very_crit,incomplete,2_c,critical,convenient,slightly_prob,priority,spec_prior
usual,very_crit,completed,3_c,less_conv,convenient,nonprob,priority,spec_prior
pretentious,critical,incomplete,1_c,less_conv,convenient,slightly_prob,priority,spec_prior
usual,critical,complete,3_c,less_conv,convenient,problematic,recommended,spec_prior
pretentious,improper,incomplete,more_c,convenient,inconv,problematic,priority,spec_prior
pretentious,very_crit,complete,more_c,critical,inconv,problematic,priority,spec_prior
pretentious,critical,complete,more_c,critical,convenient,slightly_prob,priority,spec_prior
usual,very_crit,incomplete,more_c,less_conv,convenient,slightly_prob,priority,spec_prior
great_pret,less_proper,incomplete,2_c,less_conv,convenient,nonprob,priority,spec_prior
great_pret,very_crit,complete,3_c,less_conv,inconv,slightly_prob,priority,spec_prior
pretentious,critical,foster,1_c,convenient,inconv,slightly_prob,recommended,spec_prior
great_pret,very_crit,completed,3_c,critical,inconv,slightly_prob,priority,spec_prior
pretentious,critical,incomplete,more_c,critical,convenient,problematic,priority,spec_prior
great_pret,improper,foster,1_c,critical,inconv,slightly_prob,recommended,spec_prior
usual,very_crit,incomplete,1_c,critical,convenient,nonprob,recommended,spec_prior
great_pret,very_crit,incomplete,3_c,critical,inconv,nonprob,priority,spec_prior
great_pret,proper,complete,more_c,critical,convenient,problematic,recommended,spec_prior
pretentious,very_crit,foster,more_c,critical,convenient,slightly_prob,priority,spec_prior
pretentious,very_crit,completed,more_c,critical,inconv,problematic,priority,spec_prior
great_pret,proper,foster,3_c,critical,inconv,problematic,priority,spec_prior
usual,very_crit,complete,3_c,less_conv,inconv,problematic,recommended,spec_prior
great_pret,critical,completed,2_c,critical,convenient,problematic,recommended,spec_prior
great_pret,improper,completed,3_c,convenient,inconv,slightly_prob,priority,spec_prior
great_pret,improper,completed,1_c,critical,inconv,nonprob,recommended,spec_prior
pretentious,improper,foster,1_c,convenient,inconv,slightly_prob,priority,spec_prior
great_pret,critical,incomplete,2_c,critical,convenient,problematic,recommended,spec_prior
pretentious,critical,incomplete,1_c,critical,convenient,slightly_prob,recommended,spec_prior
great_pret,very_crit,foster,3_c,less_conv,convenient,slightly_prob,priority,spec_prior
pretentious,critical,incomplete,2_c,less_conv,inconv,nonprob,recommended,spec_prior
usual,very_crit,foster,more_c,critical,convenient,nonprob,recommended,spec_prior
pretentious,very_crit,complete,2_c,convenient,inconv,nonprob,priority,spec_prior
pretentious,improper,foster,1_c,critical,inconv,slightly_prob,priority,spec_prior
usual,critical,foster,1_c,less_conv,convenient,nonprob,priority,spec_prior
great_pret,very_crit,incomplete,3_c,critical,convenient,slightly_prob,priority,spec_prior
great_pret,proper,complete,2_c,critical,convenient,problematic,priority,spec_prior
great_pret,critical,foster,more_c,critical,inconv,nonprob,priority,spec_prior
pretentious,very_crit,foster,3_c,less_conv,inconv,problematic,recommended,spec_prior
great_pret,very_crit,foster,3_c,critical,convenient,slightly_prob,priority,spec_prior
usual,critical,completed,more_c,less_conv,convenient,nonprob,priority,spec_prior
pretentious,proper,incomplete,2_c,convenient,convenient,slightly_prob,not_recom,not_recom
great_pret,less_proper,completed,3_c,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,proper,completed,1_c,critical,convenient,problematic,not_recom,not_recom
pretentious,less_proper,complete,more_c,less_conv,inconv,problematic,not_recom,not_recom
great_pret,critical,incomplete,3_c,less_conv,inconv,problematic,not_recom,not_recom
great_pret,less_proper,foster,2_c,convenient,inconv,nonprob,not_recom,not_recom
pretentious,improper,foster,3_c,critical,convenient,nonprob,not_recom,not_recom
usual,less_proper,foster,1_c,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,1_c,critical,convenient,problematic,not_recom,not_recom
usual,less_proper,completed,1_c,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,improper,completed,1_c,less_conv,inconv,nonprob,not_recom,not_recom
great_pret,critical,foster,3_c,less_conv,convenient,problematic,not_recom,not_recom
pretentious,less_proper,complete,3_c,less_conv,convenient,slightly_prob,not_recom,not_recom
usual,improper,incomplete,3_c,convenient,convenient,problematic,not_recom,not_recom
pretentious,improper,incomplete,1_c,less_conv,inconv,problematic,not_recom,not_recom
great_pret,improper,completed,2_c,critical,inconv,problematic,not_recom,not_recom
great_pret,proper,incomplete,1_c,less_conv,convenient,nonprob,not_recom,not_recom
usual,very_crit,completed,3_c,convenient,convenient,problematic,not_recom,not_recom
great_pret,critical,complete,more_c,less_conv,convenient,problematic,not_recom,not_recom
usual,critical,foster,more_c,convenient,convenient,nonprob,not_recom,not_recom
pretentious,proper,completed,3_c,less_conv,convenient,problematic,not_recom,not_recom
pretentious,critical,foster,2_c,critical,inconv,problematic,not_recom,not_recom
usual,less_proper,completed,more_c,critical,convenient,slightly_prob,not_recom,not_recom
great_pret,less_proper,completed,3_c,critical,inconv,problematic,not_recom,not_recom
pretentious,very_crit,foster,3_c,critical,convenient,slightly_prob,not_recom,not_recom
great_pret,very_crit,foster,2_c,less_conv,convenient,problematic,not_recom,not_recom
pretentious,critical,incomplete,3_c,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,improper,incomplete,more_c,less_conv,convenient,slightly_prob,not_recom,not_recom
pretentious,less_proper,completed,3_c,less_conv,inconv,nonprob,not_recom,not_recom
great_pret,proper,complete,more_c,critical,inconv,slightly_prob,not_recom,not_recom
usual,less_proper,completed,1_c,convenient,convenient,slightly_prob,not_recom,not_recom
great_pret,proper,complete,1_c,less_conv,convenient,problematic,not_recom,not_recom
usual,critical,incomplete,3_c,less_conv,inconv,nonprob,not_recom,not_recom
pretentious,less_proper,incomplete,3_c,critical,convenient,slightly_prob,not_recom,not_recom
usual,very_crit,completed,more_c,convenient,inconv,nonprob,not_recom,not_recom
pretentious,proper,complete,2_c,convenient,inconv,problematic,not_recom,not_recom
great_pret,proper,complete,more_c,convenient,convenient,problematic,not_recom,not_recom
great_pret,critical,foster,more_c,convenient,inconv,slightly_prob,not_recom,not_recom
usual,proper,foster,1_c,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,proper,completed,1_c,critical,convenient,slightly_prob,not_recom,not_recom
pretentious,very_crit,completed,3_c,critical,convenient,nonprob,not_recom,not_recom
great_pret,critical,foster,1_c,convenient,inconv,problematic,not_recom,not_recom
great_pret,critical,foster,2_c,critical,inconv,slightly_prob,not_recom,not_recom
pretentious,critical,incomplete,1_c,less_conv,convenient,problematic,not_recom,not_recom
